,Year/Month,Diseases,Case number,Disease_cn,Disease_en
3848,2019-07-01,流行性出血热 Epidemic hemorrhagic fever,703,流行性出血热,Epidemic hemorrhagic fever
3849,2019-08-01,流行性出血热 Epidemic hemorrhagic fever,411,流行性出血热,Epidemic hemorrhagic fever
3850,2019-09-01,流行性出血热 Epidemic hemorrhagic fever,346,流行性出血热,Epidemic hemorrhagic fever
3851,2019-10-01,流行性出血热 Epidemic hemorrhagic fever,649,流行性出血热,Epidemic hemorrhagic fever
3852,2019-11-01,流行性出血热 Epidemic hemorrhagic fever,1445,流行性出血热,Epidemic hemorrhagic fever
3853,2019-12-01,流行性出血热 Epidemic hemorrhagic fever,1364,流行性出血热,Epidemic hemorrhagic fever
3854,2020-01-31,流行性出血热 Epidemic hemorrhagic fever,684,流行性出血热,Epidemic hemorrhagic fever
3855,2020-02-29,流行性出血热 Epidemic hemorrhagic fever,374,流行性出血热,Epidemic hemorrhagic fever
3856,2020-03-31,流行性出血热 Epidemic hemorrhagic fever,433,流行性出血热,Epidemic hemorrhagic fever
3857,2020-04-01,流行性出血热 Epidemic hemorrhagic fever,540,流行性出血热,Epidemic hemorrhagic fever
3858,2020-05-01,流行性出血热 Epidemic hemorrhagic fever,686,流行性出血热,Epidemic hemorrhagic fever
3859,2020-06-01,流行性出血热 Epidemic hemorrhagic fever,826,流行性出血热,Epidemic hemorrhagic fever
3860,2020-07-01,流行性出血热 Epidemic hemorrhagic fever,503,流行性出血热,Epidemic hemorrhagic fever
3861,2020-08-01,流行性出血热 Epidemic hemorrhagic fever,313,流行性出血热,Epidemic hemorrhagic fever
3862,2020-09-01,流行性出血热 Epidemic hemorrhagic fever,320,流行性出血热,Epidemic hemorrhagic fever
3863,2020-10-01,流行性出血热 Epidemic hemorrhagic fever,611,流行性出血热,Epidemic hemorrhagic fever
3864,2020-11-01,流行性出血热 Epidemic hemorrhagic fever,1796,流行性出血热,Epidemic hemorrhagic fever
3865,2020-12-01,流行性出血热 Epidemic hemorrhagic fever,1460,流行性出血热,Epidemic hemorrhagic fever
3866,2021-01-31,流行性出血热 Epidemic hemorrhagic fever,562,流行性出血热,Epidemic hemorrhagic fever
3867,2021-02-28,流行性出血热 Epidemic hemorrhagic fever,365,流行性出血热,Epidemic hemorrhagic fever
3868,2021-03-31,流行性出血热 Epidemic hemorrhagic fever,424,流行性出血热,Epidemic hemorrhagic fever
3869,2021-04-30,流行性出血热 Epidemic hemorrhagic fever,510,流行性出血热,Epidemic hemorrhagic fever
3870,2021-05-31,流行性出血热 Epidemic hemorrhagic fever,685,流行性出血热,Epidemic hemorrhagic fever
3871,2021-06-30,流行性出血热 Epidemic hemorrhagic fever,724,流行性出血热,Epidemic hemorrhagic fever
3872,2021-07-31,流行性出血热 Epidemic hemorrhagic fever,467,流行性出血热,Epidemic hemorrhagic fever
3873,2021-08-31,流行性出血热 Epidemic hemorrhagic fever,255,流行性出血热,Epidemic hemorrhagic fever
3874,2021-09-30,流行性出血热 Epidemic hemorrhagic fever,291,流行性出血热,Epidemic hemorrhagic fever
3875,2021-10-31,流行性出血热 Epidemic hemorrhagic fever,678,流行性出血热,Epidemic hemorrhagic fever
3876,2021-11-30,流行性出血热 Epidemic hemorrhagic fever,2120,流行性出血热,Epidemic hemorrhagic fever
3877,2021-12-31,流行性出血热 Epidemic hemorrhagic fever,2402,流行性出血热,Epidemic hemorrhagic fever
3878,2022-01-31,流行性出血热 Epidemic hemorrhagic fever,781,流行性出血热,Epidemic hemorrhagic fever
3879,2022-02-28,流行性出血热 Epidemic hemorrhagic fever,330,流行性出血热,Epidemic hemorrhagic fever
3880,2022-03-31,流行性出血热 Epidemic hemorrhagic fever,344,流行性出血热,Epidemic hemorrhagic fever
3881,2022-04-30,流行性出血热 Epidemic hemorrhagic fever,333,流行性出血热,Epidemic hemorrhagic fever
3882,2022-05-31,流行性出血热 Epidemic hemorrhagic fever,553,流行性出血热,Epidemic hemorrhagic fever
3883,2022-06-30,流行性出血热 Epidemic hemorrhagic fever,566,流行性出血热,Epidemic hemorrhagic fever
3884,2022-07-31,流行性出血热 Epidemic hemorrhagic fever,404,流行性出血热,Epidemic hemorrhagic fever
3885,2022-08-31,流行性出血热 Epidemic hemorrhagic fever,235,流行性出血热,Epidemic hemorrhagic fever
3886,2022-09-30,流行性出血热 Epidemic hemorrhagic fever,205,流行性出血热,Epidemic hemorrhagic fever
3887,2022-10-31,流行性出血热 Epidemic hemorrhagic fever,400,流行性出血热,Epidemic hemorrhagic fever
3888,2022-11-30,流行性出血热 Epidemic hemorrhagic fever,895,流行性出血热,Epidemic hemorrhagic fever
3889,2022-12-31,流行性出血热 Epidemic hemorrhagic fever,512,流行性出血热,Epidemic hemorrhagic fever
3890,2023-01-31,流行性出血热 Epidemic hemorrhagic fever,217,流行性出血热,Epidemic hemorrhagic fever
3891,2023-02-28,流行性出血热 Epidemic hemorrhagic fever,270,流行性出血热,Epidemic hemorrhagic fever
3892,2023-03-31,流行性出血热 Epidemic hemorrhagic fever,330,流行性出血热,Epidemic hemorrhagic fever
3893,2023-04-30,流行性出血热 Epidemic hemorrhagic fever,305,流行性出血热,Epidemic hemorrhagic fever
3894,2023-05-31,流行性出血热 Epidemic hemorrhagic fever,399,流行性出血热,Epidemic hemorrhagic fever
3895,2023-06-30,流行性出血热 Epidemic hemorrhagic fever,365,流行性出血热,Epidemic hemorrhagic fever
3896,2023-07-31,流行性出血热 Epidemic hemorrhagic fever,344,流行性出血热,Epidemic hemorrhagic fever
3897,2023-08-31,流行性出血热 Epidemic hemorrhagic fever,240,流行性出血热,Epidemic hemorrhagic fever
3898,2023-09-30,流行性出血热 Epidemic hemorrhagic fever,198,流行性出血热,Epidemic hemorrhagic fever
3899,2023-10-31,流行性出血热 Epidemic hemorrhagic fever,439,流行性出血热,Epidemic hemorrhagic fever
3900,2023-11-30,流行性出血热 Epidemic hemorrhagic fever,1320,流行性出血热,Epidemic hemorrhagic fever
3901,2023-12-31,流行性出血热 Epidemic hemorrhagic fever,1122,流行性出血热,Epidemic hemorrhagic fever
3902,2024-01-31,流行性出血热 Epidemic hemorrhagic fever,511,流行性出血热,Epidemic hemorrhagic fever
3903,2024-02-29,流行性出血热 Epidemic hemorrhagic fever,247,流行性出血热,Epidemic hemorrhagic fever
3904,2024-03-31,流行性出血热 Epidemic hemorrhagic fever,234,流行性出血热,Epidemic hemorrhagic fever
3905,2024-04-30,流行性出血热 Epidemic hemorrhagic fever,300,流行性出血热,Epidemic hemorrhagic fever
3906,2024-05-31,流行性出血热 Epidemic hemorrhagic fever,359,流行性出血热,Epidemic hemorrhagic fever
3907,2024-06-30,流行性出血热 Epidemic hemorrhagic fever,433,流行性出血热,Epidemic hemorrhagic fever
3908,2024-07-31,流行性出血热 Epidemic hemorrhagic fever,313,流行性出血热,Epidemic hemorrhagic fever
3909,2024-08-31,流行性出血热 Epidemic hemorrhagic fever,202,流行性出血热,Epidemic hemorrhagic fever
3910,2024-09-30,流行性出血热 Epidemic hemorrhagic fever,192,流行性出血热,Epidemic hemorrhagic fever
3911,2024-10-31,流行性出血热 Epidemic hemorrhagic fever,374,流行性出血热,Epidemic hemorrhagic fever
3912,2024-11-30,流行性出血热 Epidemic hemorrhagic fever,777,流行性出血热,Epidemic hemorrhagic fever
3913,2024-12-31,流行性出血热 Epidemic hemorrhagic fever,613,流行性出血热,Epidemic hemorrhagic fever
3914,2025-01-01,流行性出血热 Epidemic hemorrhagic fever,301,流行性出血热,Epidemic hemorrhagic fever
3915,2025-02-01,流行性出血热 Epidemic hemorrhagic fever,172,流行性出血热,Epidemic hemorrhagic fever
3916,2025-03-01,流行性出血热 Epidemic hemorrhagic fever,229,流行性出血热,Epidemic hemorrhagic fever
3917,2025-04-01,流行性出血热 Epidemic hemorrhagic fever,244,流行性出血热,Epidemic hemorrhagic fever
3918,2025-05-01,流行性出血热 Epidemic hemorrhagic fever,268,流行性出血热,Epidemic hemorrhagic fever
3919,2025-06-01,流行性出血热 Epidemic hemorrhagic fever,354,流行性出血热,Epidemic hemorrhagic fever
3920,2025-07-01,流行性出血热 Epidemic hemorrhagic fever,205,流行性出血热,Epidemic hemorrhagic fever
3921,2025-08-01,流行性出血热 Epidemic hemorrhagic fever,122,流行性出血热,Epidemic hemorrhagic fever
3922,2025-09-01,流行性出血热 Epidemic hemorrhagic fever,102,流行性出血热,Epidemic hemorrhagic fever
3923,2025-10-01,流行性出血热 Epidemic hemorrhagic fever,233,流行性出血热,Epidemic hemorrhagic fever
3924,2025-11-01,流行性出血热 Epidemic hemorrhagic fever,540,流行性出血热,Epidemic hemorrhagic fever
3925,2025-12-01,流行性出血热 Epidemic hemorrhagic fever,617,流行性出血热,Epidemic hemorrhagic fever
3926,2026-01-01,流行性出血热 Epidemic hemorrhagic fever,336,流行性出血热,Epidemic hemorrhagic fever
3927,2026-02-01,流行性出血热 Epidemic hemorrhagic fever,180,流行性出血热,Epidemic hemorrhagic fever
3928,2026-03-01,流行性出血热 Epidemic hemorrhagic fever,183,流行性出血热,Epidemic hemorrhagic fever
3929,2010-01-31,流行性感冒 Influenza,10415,流行性感冒,Influenza
3930,2010-02-28,流行性感冒 Influenza,6595,流行性感冒,Influenza
3931,2010-03-31,流行性感冒 Influenza,8488,流行性感冒,Influenza
3932,2010-04-30,流行性感冒 Influenza,6357,流行性感冒,Influenza
3933,2010-05-01,流行性感冒 Influenza,3865,流行性感冒,Influenza
3934,2010-06-01,流行性感冒 Influenza,2642,流行性感冒,Influenza
3935,2010-07-01,流行性感冒 Influenza,2627,流行性感冒,Influenza
3936,2010-08-01,流行性感冒 Influenza,3588,流行性感冒,Influenza
3937,2010-09-01,流行性感冒 Influenza,5114,流行性感冒,Influenza
3938,2010-10-01,流行性感冒 Influenza,4121,流行性感冒,Influenza
3939,2010-11-01,流行性感冒 Influenza,5323,流行性感冒,Influenza
3940,2010-12-01,流行性感冒 Influenza,6529,流行性感冒,Influenza
3941,2011-01-31,流行性感冒 Influenza,6072,流行性感冒,Influenza
3942,2011-02-01,流行性感冒 Influenza,5930,流行性感冒,Influenza
3943,2011-03-02,流行性感冒 Influenza,7299,流行性感冒,Influenza
3944,2011-04-03,流行性感冒 Influenza,5727,流行性感冒,Influenza
3945,2011-05-04,流行性感冒 Influenza,4130,流行性感冒,Influenza
3946,2011-06-05,流行性感冒 Influenza,3065,流行性感冒,Influenza
3947,2011-07-31,流行性感冒 Influenza,2654,流行性感冒,Influenza
3948,2011-08-31,流行性感冒 Influenza,3243,流行性感冒,Influenza
3949,2011-09-30,流行性感冒 Influenza,4360,流行性感冒,Influenza
3950,2011-10-31,流行性感冒 Influenza,5525,流行性感冒,Influenza
3951,2011-11-30,流行性感冒 Influenza,7055,流行性感冒,Influenza
3952,2011-12-31,流行性感冒 Influenza,11631,流行性感冒,Influenza
3953,2012-01-31,流行性感冒 Influenza,10046,流行性感冒,Influenza
3954,2012-02-29,流行性感冒 Influenza,17421,流行性感冒,Influenza
3955,2012-03-31,流行性感冒 Influenza,21625,流行性感冒,Influenza
3956,2012-04-30,流行性感冒 Influenza,10707,流行性感冒,Influenza
3957,2012-05-31,流行性感冒 Influenza,8520,流行性感冒,Influenza
3958,2012-06-30,流行性感冒 Influenza,6195,流行性感冒,Influenza
3959,2012-07-31,流行性感冒 Influenza,6738,流行性感冒,Influenza
3960,2012-08-31,流行性感冒 Influenza,6793,流行性感冒,Influenza
3961,2012-09-30,流行性感冒 Influenza,6762,流行性感冒,Influenza
3962,2012-10-31,流行性感冒 Influenza,7331,流行性感冒,Influenza
3963,2012-11-30,流行性感冒 Influenza,8942,流行性感冒,Influenza
3964,2012-12-31,流行性感冒 Influenza,12411,流行性感冒,Influenza
3965,2013-01-01,流行性感冒 Influenza,16012,流行性感冒,Influenza
3966,2013-02-01,流行性感冒 Influenza,9806,流行性感冒,Influenza
3967,2013-03-03,流行性感冒 Influenza,10761,流行性感冒,Influenza
3968,2013-04-02,流行性感冒 Influenza,10844,流行性感冒,Influenza
3969,2013-05-03,流行性感冒 Influenza,9006,流行性感冒,Influenza
3970,2013-06-03,流行性感冒 Influenza,6254,流行性感冒,Influenza
3971,2013-07-04,流行性感冒 Influenza,6254,流行性感冒,Influenza
3972,2013-08-04,流行性感冒 Influenza,6098,流行性感冒,Influenza
3973,2013-09-04,流行性感冒 Influenza,8751,流行性感冒,Influenza
3974,2013-10-05,流行性感冒 Influenza,9309,流行性感冒,Influenza
3975,2013-11-30,流行性感冒 Influenza,11768,流行性感冒,Influenza
3976,2013-12-31,流行性感冒 Influenza,23894,流行性感冒,Influenza
3977,2014-01-30,流行性感冒 Influenza,38214,流行性感冒,Influenza
3978,2014-02-27,流行性感冒 Influenza,25279,流行性感冒,Influenza
3979,2014-03-30,流行性感冒 Influenza,27262,流行性感冒,Influenza
3980,2014-04-29,流行性感冒 Influenza,14166,流行性感冒,Influenza
3981,2014-05-30,流行性感冒 Influenza,12685,流行性感冒,Influenza
3982,2014-06-29,流行性感冒 Influenza,19220,流行性感冒,Influenza
3983,2014-07-30,流行性感冒 Influenza,14056,流行性感冒,Influenza
3984,2014-08-30,流行性感冒 Influenza,11419,流行性感冒,Influenza
3985,2014-09-29,流行性感冒 Influenza,11419,流行性感冒,Influenza
3986,2014-10-30,流行性感冒 Influenza,8635,流行性感冒,Influenza
3987,2014-11-30,流行性感冒 Influenza,12043,流行性感冒,Influenza
3988,2014-12-30,流行性感冒 Influenza,25477,流行性感冒,Influenza
3989,2015-01-01,流行性感冒 Influenza,23828,流行性感冒,Influenza
3990,2015-02-01,流行性感冒 Influenza,14480,流行性感冒,Influenza
3991,2015-03-01,流行性感冒 Influenza,19199,流行性感冒,Influenza
3992,2015-04-01,流行性感冒 Influenza,15063,流行性感冒,Influenza
3993,2015-05-01,流行性感冒 Influenza,13625,流行性感冒,Influenza
3994,2015-06-01,流行性感冒 Influenza,33927,流行性感冒,Influenza
3995,2015-07-01,流行性感冒 Influenza,20622,流行性感冒,Influenza
3996,2015-08-01,流行性感冒 Influenza,12457,流行性感冒,Influenza
3997,2015-09-01,流行性感冒 Influenza,9938,流行性感冒,Influenza
3998,2015-10-01,流行性感冒 Influenza,9433,流行性感冒,Influenza
3999,2015-11-01,流行性感冒 Influenza,10730,流行性感冒,Influenza
4000,2015-12-30,流行性感冒 Influenza,15404,流行性感冒,Influenza
4001,2016-01-01,流行性感冒 Influenza,23333,流行性感冒,Influenza
4002,2016-02-01,流行性感冒 Influenza,31602,流行性感冒,Influenza
4003,2016-03-01,流行性感冒 Influenza,76498,流行性感冒,Influenza
4004,2016-04-01,流行性感冒 Influenza,47530,流行性感冒,Influenza
4005,2016-05-01,流行性感冒 Influenza,17901,流行性感冒,Influenza
4006,2016-06-01,流行性感冒 Influenza,10011,流行性感冒,Influenza
4007,2016-07-01,流行性感冒 Influenza,7479,流行性感冒,Influenza
4008,2016-08-01,流行性感冒 Influenza,7859,流行性感冒,Influenza
4009,2016-09-01,流行性感冒 Influenza,11212,流行性感冒,Influenza
4010,2016-10-01,流行性感冒 Influenza,13165,流行性感冒,Influenza
4011,2016-11-01,流行性感冒 Influenza,20800,流行性感冒,Influenza
4012,2016-12-01,流行性感冒 Influenza,38313,流行性感冒,Influenza
4013,2017-01-01,流行性感冒 Influenza,30109,流行性感冒,Influenza
4014,2017-02-01,流行性感冒 Influenza,22998,流行性感冒,Influenza
4015,2017-03-01,流行性感冒 Influenza,30519,流行性感冒,Influenza
4016,2017-04-01,流行性感冒 Influenza,23260,流行性感冒,Influenza
4017,2017-05-01,流行性感冒 Influenza,19085,流行性感冒,Influenza
4018,2017-06-01,流行性感冒 Influenza,22313,流行性感冒,Influenza
4019,2017-07-01,流行性感冒 Influenza,57694,流行性感冒,Influenza
4020,2017-08-01,流行性感冒 Influenza,41625,流行性感冒,Influenza
4021,2017-09-01,流行性感冒 Influenza,27467,流行性感冒,Influenza
4022,2017-10-01,流行性感冒 Influenza,16049,流行性感冒,Influenza
4023,2017-11-01,流行性感冒 Influenza,27731,流行性感冒,Influenza
4024,2017-12-01,流行性感冒 Influenza,121800,流行性感冒,Influenza
4025,2018-01-01,流行性感冒 Influenza,273949,流行性感冒,Influenza
4026,2018-02-01,流行性感冒 Influenza,139738,流行性感冒,Influenza
4027,2018-03-01,流行性感冒 Influenza,74086,流行性感冒,Influenza
4028,2018-04-01,流行性感冒 Influenza,28592,流行性感冒,Influenza
4029,2018-05-01,流行性感冒 Influenza,22980,流行性感冒,Influenza
4030,2018-06-01,流行性感冒 Influenza,16635,流行性感冒,Influenza
4031,2018-07-01,流行性感冒 Influenza,14544,流行性感冒,Influenza
4032,2018-08-01,流行性感冒 Influenza,12325,流行性感冒,Influenza
4033,2018-09-01,流行性感冒 Influenza,13188,流行性感冒,Influenza
4034,2018-10-01,流行性感冒 Influenza,14852,流行性感冒,Influenza
4035,2018-11-01,流行性感冒 Influenza,26960,流行性感冒,Influenza
4036,2018-12-01,流行性感冒 Influenza,130442,流行性感冒,Influenza
4037,2019-01-01,流行性感冒 Influenza,608511,流行性感冒,Influenza
4038,2019-02-01,流行性感冒 Influenza,307892,流行性感冒,Influenza
4039,2019-03-01,流行性感冒 Influenza,358757,流行性感冒,Influenza
4040,2019-04-01,流行性感冒 Influenza,299939,流行性感冒,Influenza
4041,2019-05-01,流行性感冒 Influenza,197729,流行性感冒,Influenza
4042,2019-06-01,流行性感冒 Influenza,141202,流行性感冒,Influenza
4043,2019-07-01,流行性感冒 Influenza,88911,流行性感冒,Influenza
4044,2019-08-01,流行性感冒 Influenza,51676,流行性感冒,Influenza
4045,2019-09-01,流行性感冒 Influenza,46048,流行性感冒,Influenza
4046,2019-10-01,流行性感冒 Influenza,50665,流行性感冒,Influenza
4047,2019-11-01,流行性感冒 Influenza,156205,流行性感冒,Influenza
4048,2019-12-01,流行性感冒 Influenza,1199771,流行性感冒,Influenza
4049,2020-01-31,流行性感冒 Influenza,986543,流行性感冒,Influenza
4050,2020-02-29,流行性感冒 Influenza,59154,流行性感冒,Influenza
4051,2020-03-31,流行性感冒 Influenza,21696,流行性感冒,Influenza
4052,2020-04-01,流行性感冒 Influenza,15396,流行性感冒,Influenza
4053,2020-05-01,流行性感冒 Influenza,16974,流行性感冒,Influenza
4054,2020-06-01,流行性感冒 Influenza,15640,流行性感冒,Influenza
4055,2020-07-01,流行性感冒 Influenza,13406,流行性感冒,Influenza
4056,2020-08-01,流行性感冒 Influenza,12833,流行性感冒,Influenza
4057,2020-09-01,流行性感冒 Influenza,18432,流行性感冒,Influenza
4058,2020-10-01,流行性感冒 Influenza,20401,流行性感冒,Influenza
4059,2020-11-01,流行性感冒 Influenza,22783,流行性感冒,Influenza
4060,2020-12-01,流行性感冒 Influenza,23546,流行性感冒,Influenza
4061,2021-01-31,流行性感冒 Influenza,20232,流行性感冒,Influenza
4062,2021-02-28,流行性感冒 Influenza,10894,流行性感冒,Influenza
4063,2021-03-31,流行性感冒 Influenza,17110,流行性感冒,Influenza
4064,2021-04-30,流行性感冒 Influenza,31535,流行性感冒,Influenza
4065,2021-05-31,流行性感冒 Influenza,41516,流行性感冒,Influenza
4066,2021-06-30,流行性感冒 Influenza,38772,流行性感冒,Influenza
4067,2021-07-31,流行性感冒 Influenza,24604,流行性感冒,Influenza
4068,2021-08-31,流行性感冒 Influenza,21375,流行性感冒,Influenza
4069,2021-09-30,流行性感冒 Influenza,35535,流行性感冒,Influenza
4070,2021-10-31,流行性感冒 Influenza,53346,流行性感冒,Influenza
4071,2021-11-30,流行性感冒 Influenza,110691,流行性感冒,Influenza
4072,2021-12-31,流行性感冒 Influenza,249046,流行性感冒,Influenza
4073,2022-01-31,流行性感冒 Influenza,230714,流行性感冒,Influenza
4074,2022-02-28,流行性感冒 Influenza,98696,流行性感冒,Influenza
4075,2022-03-31,流行性感冒 Influenza,133184,流行性感冒,Influenza
4076,2022-04-30,流行性感冒 Influenza,37567,流行性感冒,Influenza
4077,2022-05-31,流行性感冒 Influenza,78687,流行性感冒,Influenza
4078,2022-06-30,流行性感冒 Influenza,747038,流行性感冒,Influenza
4079,2022-07-31,流行性感冒 Influenza,648465,流行性感冒,Influenza
4080,2022-08-31,流行性感冒 Influenza,183345,流行性感冒,Influenza
4081,2022-09-30,流行性感冒 Influenza,90089,流行性感冒,Influenza
4082,2022-10-31,流行性感冒 Influenza,69072,流行性感冒,Influenza
4083,2022-11-30,流行性感冒 Influenza,82663,流行性感冒,Influenza
4084,2022-12-31,流行性感冒 Influenza,67888,流行性感冒,Influenza
4085,2023-01-31,流行性感冒 Influenza,15270,流行性感冒,Influenza
4086,2023-02-28,流行性感冒 Influenza,240687,流行性感冒,Influenza
4087,2023-03-31,流行性感冒 Influenza,3721370,流行性感冒,Influenza
4088,2023-04-30,流行性感冒 Influenza,1677011,流行性感冒,Influenza
4089,2023-05-31,流行性感冒 Influenza,212889,流行性感冒,Influenza
4090,2023-06-30,流行性感冒 Influenza,65289,流行性感冒,Influenza
4091,2023-07-31,流行性感冒 Influenza,48848,流行性感冒,Influenza
4092,2023-08-31,流行性感冒 Influenza,60530,流行性感冒,Influenza
4093,2023-09-30,流行性感冒 Influenza,168963,流行性感冒,Influenza
4094,2023-10-31,流行性感冒 Influenza,340969,流行性感冒,Influenza
4095,2023-11-30,流行性感冒 Influenza,1862998,流行性感冒,Influenza
4096,2023-12-31,流行性感冒 Influenza,4113326,流行性感冒,Influenza
4097,2024-01-31,流行性感冒 Influenza,2988914,流行性感冒,Influenza
4098,2024-02-29,流行性感冒 Influenza,1179029,流行性感冒,Influenza
4099,2024-03-31,流行性感冒 Influenza,856355,流行性感冒,Influenza
4100,2024-04-30,流行性感冒 Influenza,441711,流行性感冒,Influenza
4101,2024-05-31,流行性感冒 Influenza,440431,流行性感冒,Influenza
4102,2024-06-30,流行性感冒 Influenza,314709,流行性感冒,Influenza
4103,2024-07-31,流行性感冒 Influenza,300232,流行性感冒,Influenza
4104,2024-08-31,流行性感冒 Influenza,169642,流行性感冒,Influenza
4105,2024-09-30,流行性感冒 Influenza,117403,流行性感冒,Influenza
4106,2024-10-31,流行性感冒 Influenza,103568,流行性感冒,Influenza
4107,2024-11-30,流行性感冒 Influenza,166917,流行性感冒,Influenza
4108,2024-12-31,流行性感冒 Influenza,1509750,流行性感冒,Influenza
4109,2025-01-01,流行性感冒 Influenza,2870849,流行性感冒,Influenza
4110,2025-02-01,流行性感冒 Influenza,1348394,流行性感冒,Influenza
4111,2025-03-01,流行性感冒 Influenza,354842,流行性感冒,Influenza
4112,2025-04-01,流行性感冒 Influenza,143986,流行性感冒,Influenza
4113,2025-05-01,流行性感冒 Influenza,115573,流行性感冒,Influenza
4114,2025-06-01,流行性感冒 Influenza,92292,流行性感冒,Influenza
4115,2025-07-01,流行性感冒 Influenza,78790,流行性感冒,Influenza
4116,2025-08-01,流行性感冒 Influenza,85606,流行性感冒,Influenza
4117,2025-09-01,流行性感冒 Influenza,157988,流行性感冒,Influenza
4118,2025-10-01,流行性感冒 Influenza,427083,流行性感冒,Influenza
4119,2025-11-01,流行性感冒 Influenza,4778856,流行性感冒,Influenza
4120,2025-12-01,流行性感冒 Influenza,6727614,流行性感冒,Influenza
4121,2026-01-01,流行性感冒 Influenza,1361570,流行性感冒,Influenza
4122,2026-02-01,流行性感冒 Influenza,394141,流行性感冒,Influenza
4123,2026-03-01,流行性感冒 Influenza,479991,流行性感冒,Influenza
4124,2010-01-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,49,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4125,2010-02-28,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,59,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4126,2010-03-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,68,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4127,2010-04-30,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,59,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4128,2010-05-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,36,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4129,2010-06-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,21,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4130,2010-07-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,10,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4131,2010-08-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,8,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4132,2010-09-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,10,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4133,2010-10-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,15,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4134,2010-11-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,13,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4135,2010-12-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,31,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4136,2011-01-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,38,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4137,2011-02-01,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,42,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4138,2011-03-02,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,27,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4139,2011-04-03,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,48,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4140,2011-05-04,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,23,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4141,2011-06-05,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,13,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4142,2011-07-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,14,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4143,2011-08-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,11,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4144,2011-09-30,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,7,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4145,2011-10-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,10,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4146,2011-11-30,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,9,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4147,2011-12-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,23,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4148,2012-01-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,25,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4149,2012-02-29,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,34,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4150,2012-03-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,41,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4151,2012-04-30,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,29,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
4152,2012-05-31,流行性脑脊髓膜炎 Epidemic cerebrospinal meningitis,16,流行性脑脊髓膜炎,Epidemic cerebrospinal meningitis
